,NÚMERO DE INSCRIÇÃO,SITUAÇÃO,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,ANO
10134,47101146395,Presente,E,D,A,B,D,C,D,B,E,A,B,E,B,C,A,D,B,C,E,A,E,C,D,B,C,E,B,C,A,C,D,E,B,B,C,A,D,D,B,E,B,A,B,D,A,E,A,A,C,B,B,A,A,D,B,E,B,D,B,D,E,B,C,D,B,E,A,C,C,A,2018
10135,47101151011,Presente,E,D,A,A,B,B,A,A,D,E,B,E,D,C,D,E,E,C,C,A,C,D,A,A,D,E,B,E,C,C,B,B,A,E,A,D,D,A,D,A,C,D,D,B,C,B,E,E,A,A,B,C,E,D,D,E,A,D,E,E,E,D,C,C,B,E,C,C,A,C,2018
10136,47101146683,Presente,B,D,C,A,B,D,B,C,A,E,E,C,D,C,C,A,B,C,A,A,E,D,D,D,C,A,B,E,C,D,C,E,B,B,E,B,C,D,C,D,B,B,C,D,B,B,A,C,D,A,B,A,E,A,D,B,D,C,B,D,A,D,B,B,B,A,C,D,C,E,2018
10137,47101175352,Presente,C,D,C,E,C,D,C,D,B,A,C,C,C,C,C,C,D,E,B,A,C,D,A,A,E,E,B,D,D,C,B,E,B,D,A,B,C,D,A,D,C,D,C,B,C,A,C,B,C,D,D,E,A,B,A,D,B,C,B,D,B,B,D,B,B,E,A,B,C,A,2018
10138,47101173819,Presente,E,A,C,A,C,C,A,D,B,A,B,C,D,C,C,C,B,D,C,A,E,A,B,A,E,D,B,E,D,C,E,E,B,C,A,E,A,D,D,A,D,D,D,D,C,B,D,A,B,A,B,E,E,D,A,D,E,C,B,D,B,D,D,D,B,E,B,A,C,C,2018
10139,47101176243,Presente,E,B,A,E,B,B,A,B,C,C,B,B,D,C,B,A,B,C,E,A,A,D,D,A,E,D,B,E,C,D,E,B,B,A,E,B,D,A,A,C,C,A,B,D,B,B,C,A,E,B,C,B,A,C,A,D,D,B,D,C,B,A,D,B,E,C,C,B,D,B,2018
10141,47101174909,Presente,B,D,B,D,C,B,E,D,C,D,C,C,D,D,C,A,C,B,C,A,C,B,A,A,A,D,B,E,E,C,C,D,B,B,E,E,B,E,E,D,C,D,D,D,B,B,C,C,B,A,E,B,E,D,A,A,E,D,B,D,C,A,B,A,C,A,B,A,B,D,2018
10144,47101175719,Presente,E,A,A,A,D,B,C,C,D,A,E,D,D,C,C,A,D,C,C,A,C,D,D,A,E,D,B,E,E,C,C,B,A,E,B,B,C,A,B,D,E,C,A,D,A,A,D,C,B,A,A,B,A,D,A,C,D,C,B,C,E,D,C,A,D,C,A,C,E,A,2018
10145,47101173716,Presente,D,A,B,E,C,B,A,D,C,A,D,A,B,B,C,A,A,B,D,A,A,D,D,E,C,D,B,A,D,D,A,E,A,B,B,E,D,D,C,B,E,B,D,E,C,A,B,E,D,C,D,D,C,A,A,E,A,C,C,D,E,D,A,A,B,E,C,B,B,D,2018
10146,47101173812,Presente,D,D,D,E,C,A,A,D,B,C,C,E,D,C,B,C,E,B,C,A,C,C,A,E,E,B,A,E,A,C,A,E,A,B,B,C,E,D,A,D,C,A,B,D,E,B,D,D,C,A,D,A,E,B,A,E,B,A,B,E,A,D,D,C,B,E,A,C,A,D,2018
10147,47101175597,Presente,A,A,D,A,E,B,C,A,D,B,E,E,D,D,C,A,D,C,A,A,A,D,D,B,A,D,B,D,A,C,B,E,B,E,A,B,C,D,E,E,D,A,D,D,C,C,C,B,C,D,E,A,E,D,C,D,D,E,A,B,C,D,D,A,B,A,B,B,E,A,2018
10148,47101146467,Presente,D,A,C,E,B,B,A,E,A,B,E,E,C,A,D,B,A,C,C,E,E,D,D,A,C,B,B,B,D,C,C,B,C,E,C,B,C,B,A,D,A,A,C,A,C,B,D,C,D,A,C,A,A,D,E,D,D,A,B,C,E,D,E,B,E,D,C,C,B,C,2018
10149,47101146116,Presente,D,A,B,E,C,C,C,B,B,A,B,C,D,A,C,D,D,E,C,A,C,A,A,B,E,E,B,D,E,C,E,E,E,D,B,B,C,D,C,A,E,D,C,D,C,E,A,A,C,B,A,D,E,A,C,D,E,E,D,A,A,D,A,A,B,E,D,C,C,C,2018
10150,47101146663,Presente,B,D,C,C,E,B,C,B,A,A,C,D,D,C,C,A,B,E,D,A,A,B,E,A,D,D,B,C,E,B,E,E,B,B,B,B,B,D,E,E,C,D,C,B,A,C,D,D,D,A,E,B,A,D,A,D,E,D,D,C,C,D,C,A,D,E,C,C,A,E,2018
10154,47101147241,Presente,A,D,B,E,D,C,A,D,E,B,B,C,D,A,B,A,D,B,C,A,E,B,B,D,D,A,D,B,B,E,E,C,B,A,E,B,B,A,C,E,C,A,D,D,A,E,B,C,A,A,D,D,E,A,C,B,C,E,B,C,E,D,B,A,D,B,E,C,A,A,2018
10155,47101145986,Presente,B,D,A,C,A,C,A,C,A,C,E,B,C,E,C,B,B,D,B,A,E,D,B,E,B,D,B,E,C,C,B,E,A,D,B,B,C,A,D,A,E,C,A,D,D,C,A,B,C,B,E,D,E,D,D,E,C,D,B,B,B,D,C,A,A,E,B,B,E,A,2018
10156,47101173473,Presente,D,D,C,D,B,C,A,E,D,C,D,E,D,B,E,D,C,A,C,A,C,E,A,B,D,C,A,E,C,C,E,B,B,B,D,C,D,A,B,E,B,C,C,B,D,E,A,A,C,A,E,D,B,D,A,B,B,A,B,B,C,D,E,D,B,E,A,C,A,A,2018
10157,47102146653,Presente,A,D,A,C,E,C,B,D,B,A,B,C,D,C,D,A,A,C,D,A,C,D,A,A,E,D,B,D,D,C,E,E,B,E,D,B,C,D,A,C,C,D,D,D,B,A,A,C,D,C,D,E,E,D,A,D,E,E,D,D,B,D,D,A,B,E,C,C,C,A,2018
10158,47101159293,Presente,C,C,B,D,B,C,A,D,B,A,C,D,C,E,C,A,C,B,A,B,E,B,D,E,D,A,B,D,D,C,E,E,A,B,A,A,D,D,A,B,B,A,A,D,C,D,B,E,A,A,A,E,E,D,A,D,D,E,B,D,E,A,C,B,B,E,C,A,C,B,2018
10159,47101149245,Presente,A,C,B,E,D,B,C,A,B,A,E,C,D,D,C,A,D,E,D,A,C,A,A,A,E,B,B,D,C,C,E,E,E,E,E,A,A,D,A,D,C,D,E,D,B,A,A,A,C,A,B,A,E,A,E,D,B,C,A,C,A,D,A,A,B,C,D,C,A,C,2018
10160,47101174329,Presente,D,A,B,A,E,A,A,E,D,B,E,C,D,C,C,D,B,D,D,A,A,C,E,A,E,D,B,C,C,D,E,C,B,E,A,B,B,E,D,A,C,D,C,D,B,C,C,E,E,C,B,B,A,D,D,E,D,C,A,D,E,D,C,A,B,C,B,B,E,B,2018
10161,47101171539,Presente,C,C,C,A,A,A,A,C,C,C,D,E,D,B,C,C,C,C,C,A,C,A,A,B,E,B,B,D,E,C,E,D,E,E,B,E,A,D,A,A,A,A,A,D,C,B,C,C,C,E,B,B,A,D,B,B,B,B,B,E,B,D,B,B,B,E,C,B,B,A,2018
10163,47101172193,Presente,E,D,B,B,B,E,A,A,C,D,E,C,B,C,C,A,D,A,C,A,A,D,A,A,E,D,B,D,D,C,C,E,B,E,C,B,B,D,D,A,E,A,A,A,E,A,C,B,D,B,B,D,A,D,A,E,E,C,B,D,E,D,B,A,B,E,D,C,E,A,2018
10164,47101174169,Presente,D,C,C,D,B,A,D,C,E,C,D,E,D,A,C,A,A,E,E,A,E,D,A,D,C,D,B,D,C,C,E,E,B,B,A,E,D,E,E,D,A,D,D,D,A,B,A,C,A,E,C,A,A,E,A,D,D,C,A,C,B,D,A,D,C,E,B,B,E,A,2018
10165,47101155115,Presente,B,B,B,B,B,C,C,D,D,D,E,C,C,D,C,D,D,D,C,A,C,E,C,C,C,C,B,E,C,C,C,C,E,E,C,B,B,E,B,B,B,B,B,C,B,D,B,B,B,B,D,B,B,D,A,D,B,B,B,C,B,D,B,B,B,C,D,C,A,C,2018
10166,47101173191,Presente,A,E,C,A,C,B,C,D,E,A,B,B,D,B,C,D,D,E,D,E,C,A,A,A,E,D,B,D,E,C,E,E,B,B,E,B,A,D,D,D,C,D,D,D,B,E,A,A,E,A,E,B,E,D,A,A,A,C,E,D,A,D,D,A,B,C,C,C,A,A,2018
10167,47101147053,Presente,E,B,B,D,E,C,D,A,C,B,E,D,D,C,A,A,B,B,D,A,A,D,D,A,E,E,B,D,C,C,B,E,A,B,C,B,C,D,A,B,A,A,D,D,A,E,C,A,B,A,A,A,E,A,B,D,C,C,A,C,A,D,D,A,B,E,C,C,A,C,2018
10168,47101173108,Presente,D,A,A,C,D,B,C,B,C,B,B,D,D,B,C,A,D,D,C,A,C,A,A,E,E,B,B,D,C,C,E,E,B,E,E,B,B,D,E,E,B,D,E,D,A,B,C,A,A,C,A,B,E,D,B,D,A,E,D,B,C,D,D,B,D,E,B,E,A,A,2018
10169,47101174154,Presente,E,A,A,A,D,A,C,A,B,B,C,D,D,C,C,A,D,B,C,A,E,A,A,A,C,D,B,D,D,C,E,E,E,E,A,E,A,D,D,D,D,D,C,D,D,E,C,A,D,E,D,A,A,D,A,D,A,C,B,C,E,D,B,A,B,E,C,C,A,A,2018
10172,47101155831,Presente,B,A,E,C,D,E,B,D,D,C,C,B,D,E,A,D,B,C,D,E,C,B,D,E,C,A,B,A,D,C,B,E,B,E,A,E,B,A,A,B,C,A,D,A,C,E,A,E,B,C,C,B,A,E,A,D,A,D,A,B,E,D,D,B,E,E,C,D,E,D,2018
10173,47101174527,Presente,B,D,A,E,D,B,D,A,A,D,B,C,D,A,C,B,D,B,D,A,E,D,A,A,E,D,B,D,E,C,E,E,A,E,E,B,C,D,D,C,D,D,C,D,A,B,A,A,C,D,E,B,E,D,A,D,C,C,B,A,E,D,C,A,C,B,C,C,C,A,2018
10174,47101146453,Presente,E,C,A,A,C,B,D,A,B,A,B,E,D,C,C,A,D,C,D,A,E,D,A,A,A,C,B,E,A,C,E,E,E,E,B,E,C,D,D,A,E,D,E,A,B,C,C,B,D,A,A,B,A,D,A,A,C,C,A,C,A,D,D,C,D,B,D,D,A,A,2018
10175,47101147006,Presente,E,C,A,E,C,E,D,A,D,B,B,C,D,B,C,A,D,B,C,A,A,A,E,A,E,D,B,E,E,C,E,E,B,B,B,B,C,A,D,B,C,D,B,B,D,D,B,A,D,A,A,D,A,D,B,A,A,E,B,D,A,D,D,B,B,C,A,C,C,A,2018
10178,47101161081,Presente,E,D,B,C,E,B,A,A,D,C,E,D,B,D,C,D,B,D,C,A,A,C,D,D,D,B,B,D,B,C,E,D,D,E,C,B,C,D,A,D,C,A,C,A,C,B,B,D,C,A,C,A,E,E,A,D,D,E,E,C,A,D,D,A,B,A,C,A,A,A,2018
10180,47101176556,Presente,A,A,C,E,B,C,B,A,A,E,E,C,D,E,B,A,B,D,D,A,C,D,D,E,E,B,B,B,A,C,E,C,E,C,C,B,B,A,A,A,E,D,D,D,E,C,B,B,A,A,C,A,E,A,A,E,D,E,E,C,E,D,D,A,C,A,E,A,A,D,2018
10181,47101174014,Presente,A,A,C,E,E,B,A,A,B,D,E,E,B,E,C,D,B,B,A,A,A,B,D,A,D,E,B,D,E,C,E,E,A,B,B,E,B,C,E,A,C,E,C,E,B,B,E,E,B,A,A,D,A,B,B,C,D,D,B,D,B,D,B,C,D,A,B,D,A,D,2018
10182,47101146039,Presente,C,A,C,E,D,C,C,D,D,C,E,C,D,A,E,C,D,A,A,A,C,D,D,A,E,D,B,B,B,C,E,D,B,A,D,B,E,A,D,E,B,D,D,A,A,C,C,A,C,B,B,D,E,B,D,D,B,C,B,D,E,A,C,A,A,C,C,D,C,A,2018
10183,47101159806,Presente,A,A,C,C,C,A,A,C,C,C,C,E,B,B,E,A,C,C,E,A,B,B,A,B,D,B,B,C,D,C,B,D,E,D,B,B,D,A,B,D,C,D,E,B,B,C,D,A,B,A,D,E,A,D,A,E,B,B,D,C,E,D,B,A,B,A,C,C,D,C,2018
10184,47101176796,Presente,B,C,C,C,C,C,C,C,B,A,C,D,B,E,A,A,B,A,C,C,E,D,B,C,E,D,B,B,E,C,E,B,D,B,B,B,C,E,A,C,D,A,E,E,E,A,E,A,C,A,E,A,E,D,C,D,D,D,D,D,D,D,B,B,B,E,A,B,A,B,2018
10185,47101169385,Presente,A,D,C,A,C,B,A,A,D,A,C,E,D,B,C,E,B,C,D,A,C,D,A,E,E,A,B,D,E,C,D,E,E,D,B,E,B,D,D,A,C,A,D,D,C,B,C,C,B,A,A,E,A,D,B,D,D,E,D,D,E,B,C,B,E,E,D,D,A,A,2018
10186,47101163085,Presente,B,B,B,B,C,B,A,B,B,B,B,C,A,B,C,A,B,B,C,A,A,D,A,E,E,E,B,C,E,A,E,D,B,B,A,B,A,C,E,B,E,B,D,D,B,E,B,A,B,B,A,D,E,D,A,E,B,D,B,B,B,D,B,E,B,D,B,E,A,E,2018
10187,47101172731,Presente,C,C,D,A,D,A,A,A,E,A,D,D,A,B,C,D,D,C,C,C,A,D,E,A,C,B,A,A,C,B,E,C,B,E,A,B,E,D,E,D,C,C,E,A,B,A,D,E,D,A,B,D,E,D,E,B,A,D,B,D,C,D,C,D,B,E,A,B,E,A,2018
10188,47101171933,Presente,B,A,D,B,B,C,A,C,D,A,E,E,B,E,A,A,C,B,A,E,B,C,D,E,C,C,A,B,C,A,E,D,B,E,B,B,C,B,D,A,C,A,E,A,C,B,E,C,B,A,B,E,E,D,A,D,D,E,B,E,E,D,C,E,B,E,A,D,E,E,2018
10189,47101175354,Presente,A,A,A,D,E,B,D,C,C,E,B,E,B,D,C,B,A,C,C,E,E,D,D,D,D,A,B,D,A,C,E,E,A,E,A,C,A,A,A,B,D,B,C,D,A,A,C,C,A,E,E,C,E,D,A,D,D,E,C,D,A,D,D,A,A,D,D,B,C,A,2018
10190,47101173416,Presente,D,A,A,E,D,C,A,D,D,B,B,C,D,B,C,A,D,A,C,A,C,D,A,A,E,E,B,D,E,C,E,E,E,D,D,E,C,D,A,D,D,D,B,D,B,B,A,B,C,B,D,E,E,A,A,A,C,C,B,D,A,D,D,A,E,E,B,A,A,C,2018
10191,47101146158,Presente,C,C,A,C,C,D,B,A,A,B,D,E,A,B,D,C,D,E,C,A,A,C,E,B,E,E,A,B,D,C,B,E,A,B,B,B,B,A,A,B,C,D,D,C,C,B,B,D,A,C,C,E,E,D,A,D,C,D,C,D,A,A,A,A,B,C,C,E,C,D,2018
10192,47102148689,Presente,B,C,C,A,D,A,D,C,C,A,D,D,D,C,A,C,D,C,D,A,C,A,A,A,C,D,B,D,A,C,E,B,E,E,A,E,B,D,E,C,C,A,A,D,C,A,D,A,A,A,D,E,E,D,A,A,E,A,B,C,A,D,C,A,B,C,B,A,A,A,2018
10194,47101150948,Presente,A,C,D,A,C,E,B,D,A,C,E,C,B,C,A,B,A,D,A,D,D,A,D,D,A,B,C,E,C,C,A,B,B,D,A,E,B,C,D,A,C,A,C,D,A,B,C,B,B,C,C,C,D,D,B,D,D,D,E,C,A,A,A,A,B,D,D,B,D,C,2018
10195,47101158984,Presente,C,A,C,A,C,A,A,E,A,A,D,D,D,C,A,D,B,C,D,A,B,A,A,B,C,E,B,D,E,C,E,E,E,E,C,B,A,D,A,B,C,C,A,D,A,E,B,A,D,A,A,B,A,D,D,D,D,C,C,C,A,D,B,A,B,A,A,E,C,A,2018
10196,47101173894,Presente,D,A,B,A,C,B,A,A,E,B,B,A,D,C,A,A,D,B,C,A,B,B,C,A,B,E,B,C,B,B,B,B,B,E,A,A,B,D,C,B,C,D,C,B,B,A,E,B,B,A,E,C,A,D,B,E,D,D,B,D,E,E,A,B,E,E,C,B,B,B,2018
10197,47101175439,Presente,B,D,C,E,C,E,B,D,E,B,D,D,A,D,E,E,B,C,C,D,E,C,A,A,A,D,D,D,D,A,E,C,A,E,C,C,C,A,A,E,B,A,D,E,C,C,B,A,D,A,D,C,E,E,C,D,C,C,E,D,B,D,A,A,D,D,C,E,D,C,2018
10198,47101150332,Presente,B,D,E,C,B,A,B,D,A,D,E,B,*,B,C,E,B,C,D,A,B,A,D,E,E,D,B,D,A,C,B,E,B,B,D,B,A,D,E,E,A,C,D,E,B,A,B,E,C,A,B,E,A,D,B,D,D,C,A,D,A,D,C,C,B,E,B,C,A,A,2018
10199,47101159226,Presente,E,C,C,C,C,C,C,C,C,C,E,B,C,C,E,A,D,C,C,E,A,D,D,B,E,D,B,D,C,C,C,E,B,E,A,B,C,D,A,C,C,D,C,D,D,D,C,C,C,A,A,B,A,D,E,A,D,E,C,B,B,A,C,A,B,C,C,C,C,A,2018
10200,47101146210,Presente,C,A,D,A,E,A,D,A,D,C,B,E,D,B,E,A,D,B,C,C,E,B,D,A,A,A,B,E,A,C,E,A,B,C,B,B,B,D,A,A,D,A,E,C,C,B,E,D,A,A,E,C,E,D,A,A,D,B,B,D,A,D,C,A,B,E,C,D,B,C,2018
10201,47101150932,Presente,B,A,A,A,C,A,A,A,A,A,B,E,D,A,A,D,B,C,D,A,C,D,A,A,D,A,B,A,A,C,E,B,E,B,A,B,B,D,E,A,E,A,B,A,B,E,A,A,A,D,C,A,E,D,A,D,B,B,C,E,B,E,A,D,B,D,C,A,A,A,2018
10203,47101172014,Presente,A,D,C,E,C,B,C,A,B,B,B,C,D,A,C,A,D,B,C,A,C,D,A,E,E,D,B,D,D,C,E,E,A,D,C,E,C,D,D,B,D,D,C,D,B,B,B,A,D,A,B,D,E,D,A,D,C,C,B,B,A,D,D,A,B,E,D,C,C,A,2018
10204,47101146898,Presente,E,C,C,D,E,E,A,A,B,A,B,C,D,E,C,D,D,D,E,A,C,A,A,A,E,D,B,A,D,C,B,E,B,E,C,B,C,D,B,A,A,D,C,D,A,C,C,A,C,A,A,D,E,A,A,A,D,B,B,C,E,D,A,A,B,E,B,D,E,A,2018
10205,47101146981,Presente,C,A,D,D,D,A,C,D,E,C,E,E,B,C,C,C,D,D,D,A,A,D,E,E,C,B,B,E,B,C,A,E,B,E,A,B,B,A,D,C,C,D,C,A,A,A,C,D,A,A,B,C,A,A,A,D,D,C,B,D,A,D,C,A,B,E,C,B,A,A,2018
10206,47101174989,Presente,A,A,A,A,C,A,A,A,A,A,E,D,D,E,C,B,A,A,C,A,A,A,A,B,E,D,B,C,A,C,B,C,E,A,A,D,A,D,A,A,B,A,B,D,B,E,A,A,C,A,C,D,E,A,A,B,A,C,B,D,E,D,A,A,B,E,D,A,A,A,2018
10207,47101150922,Presente,D,A,C,B,A,C,C,C,D,C,B,E,D,C,C,B,A,B,D,B,E,D,B,E,C,D,B,A,E,C,A,B,B,E,A,E,B,C,E,D,C,D,D,B,B,B,D,B,B,A,E,D,E,D,D,D,C,D,B,A,E,B,C,A,B,E,B,B,B,A,2018
10208,47101145912,Presente,C,C,E,D,A,E,E,B,E,D,B,D,D,E,C,D,B,B,C,A,C,E,A,D,B,D,B,E,A,C,E,E,E,A,C,B,E,D,A,B,C,D,E,D,A,A,B,A,C,C,E,B,A,D,A,A,C,C,B,D,C,D,D,A,C,C,B,E,A,C,2018
10209,47101160929,Presente,C,A,B,E,C,A,C,D,A,C,B,E,D,C,C,D,D,D,D,A,C,C,A,B,E,B,B,D,E,C,B,C,E,E,C,E,C,D,E,D,D,C,C,E,C,E,B,D,A,E,D,B,E,D,A,D,B,A,C,D,C,D,D,A,B,C,B,E,A,E,2018
10210,47102177040,Presente,E,A,C,A,C,B,D,A,E,A,B,C,D,C,C,D,D,D,C,A,C,A,A,B,E,B,B,E,D,C,E,E,E,E,E,E,C,D,D,B,D,D,C,D,B,B,A,A,B,A,E,D,A,A,A,A,C,E,E,B,A,D,D,A,B,E,B,C,C,A,2018
10212,47101148985,Presente,A,C,C,E,D,A,C,A,B,A,B,D,D,C,C,D,D,E,E,A,C,D,A,A,C,D,B,D,A,C,E,C,E,E,E,B,E,D,A,E,C,C,C,D,C,B,E,A,E,A,B,C,A,A,A,D,B,C,B,C,A,D,E,A,B,A,C,D,C,D,2018
10213,47101146374,Presente,C,A,C,C,A,A,D,A,B,B,B,A,E,B,C,A,B,C,C,A,C,B,E,A,A,D,B,A,C,C,B,E,A,D,C,B,C,E,A,C,E,A,C,D,D,D,D,E,C,B,E,B,E,A,E,D,B,D,A,D,E,D,C,A,B,E,A,E,D,C,2018
10214,47102172857,Presente,A,A,B,C,A,B,A,A,A,A,D,D,D,A,E,D,B,C,B,A,A,C,D,B,A,A,B,E,A,C,B,C,B,A,A,B,A,A,B,A,C,E,E,D,A,E,A,B,A,A,A,A,E,D,A,B,A,D,C,E,A,D,C,A,E,E,A,A,B,B,2018
10215,47101166594,Presente,C,D,A,D,D,D,D,B,B,A,E,E,D,B,A,C,E,C,C,A,A,D,A,A,D,C,B,B,B,C,A,A,A,D,D,E,B,C,A,D,E,B,D,B,A,B,A,D,C,C,A,A,E,A,D,A,B,C,D,E,B,D,B,C,B,E,C,C,C,D,2018
10217,47101170623,Presente,C,A,C,E,D,D,A,B,E,B,E,E,D,C,C,E,A,B,B,D,E,D,C,E,C,A,B,E,D,C,E,A,E,B,A,B,A,A,D,E,A,B,A,B,D,B,E,D,A,E,C,B,E,D,B,A,D,A,B,D,E,D,A,C,E,E,C,A,B,A,2018
10218,47101160490,Presente,A,D,C,A,E,B,A,A,B,A,E,E,D,E,E,A,C,C,C,D,A,C,D,A,D,E,B,D,B,D,E,E,B,B,C,B,C,A,D,B,C,D,B,D,E,D,A,E,C,E,B,A,E,D,A,D,D,D,E,E,B,D,A,D,B,A,C,D,D,A,2018
10219,47101148579,Presente,A,D,C,E,C,B,E,A,B,D,E,D,D,B,C,D,D,D,D,A,C,D,E,A,D,A,B,D,D,C,A,E,E,D,D,B,C,D,A,B,C,A,C,D,B,C,A,A,C,C,E,C,E,B,A,D,A,C,D,C,E,D,B,A,B,D,B,C,C,A,2018
10220,47101176914,Presente,E,C,C,C,C,D,D,A,B,E,B,C,D,B,C,D,A,E,A,A,C,A,C,E,E,E,B,D,D,C,E,E,E,B,D,A,C,D,E,B,C,A,D,D,D,B,C,A,B,A,E,A,A,B,A,D,D,C,C,D,A,D,B,A,D,C,C,D,C,A,2018
10221,47101175773,Presente,E,C,C,A,C,A,C,A,B,B,E,C,B,C,C,D,A,C,C,A,A,A,A,B,E,A,B,B,A,A,E,C,E,E,B,B,C,D,A,B,C,A,C,D,C,C,A,C,B,B,A,A,E,D,D,D,B,A,D,B,E,D,B,B,B,E,B,A,C,A,2018
10222,47101147264,Presente,E,B,C,A,C,B,D,B,A,E,E,C,A,C,C,D,B,A,E,A,C,D,D,B,C,D,D,E,B,C,B,A,A,E,B,B,C,E,D,E,A,A,B,D,C,B,A,D,D,A,C,B,E,D,B,D,A,D,E,C,E,D,A,B,E,E,D,E,E,A,2018
10223,47101163439,Presente,A,C,D,C,C,B,C,D,E,D,B,A,D,E,C,B,A,D,C,A,A,D,A,A,A,E,B,C,D,C,C,E,A,B,B,B,C,D,D,C,E,B,C,D,C,B,D,A,C,A,B,E,E,D,D,D,C,E,B,B,E,D,C,A,B,E,C,C,C,A,2018
10224,47101169420,Presente,B,D,D,C,A,A,E,A,C,A,E,C,C,A,C,A,B,D,C,A,C,D,D,A,C,D,B,D,D,D,B,D,E,B,A,D,B,D,C,A,C,A,D,D,A,D,D,E,B,D,D,A,A,B,C,E,B,C,C,D,D,D,B,B,A,C,E,B,B,A,2018
10225,47101174029,Presente,B,A,C,A,E,B,A,A,C,B,B,E,B,D,C,D,D,B,C,A,C,D,D,A,C,A,B,D,D,C,E,E,A,D,D,B,C,D,C,A,A,C,E,D,A,A,C,D,D,C,C,C,E,D,A,E,B,D,A,C,A,D,B,A,D,A,C,D,A,A,2018
10226,47101160084,Presente,D,A,C,E,D,B,D,A,E,C,B,C,D,E,C,D,A,B,D,A,C,A,A,A,E,D,B,D,D,C,E,E,B,B,D,B,A,D,B,D,E,A,E,D,C,E,A,A,E,A,E,E,A,D,A,A,B,C,B,E,B,D,D,E,B,E,B,C,C,A,2018
10228,47101174565,Presente,D,D,D,D,C,D,A,A,D,D,B,D,E,D,C,D,D,D,D,A,D,D,D,A,D,D,B,D,D,C,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,D,A,D,D,D,D,A,D,D,D,D,C,D,D,D,D,D,D,D,D,D,D,C,B,2018
10229,47101174573,Presente,C,D,B,C,C,B,E,B,D,A,E,E,D,B,E,A,B,D,A,B,E,D,B,A,E,D,B,D,D,C,E,C,A,E,B,B,D,A,A,A,C,D,E,D,C,B,D,E,C,C,C,D,E,C,D,D,A,C,A,C,B,D,D,A,E,A,D,D,C,D,2018
10230,47101149343,Presente,A,D,A,C,D,B,B,A,B,B,B,D,D,B,C,A,D,C,E,A,C,A,A,A,E,D,B,D,E,C,E,E,C,D,B,B,A,D,D,E,C,D,E,D,C,C,A,A,D,A,B,E,A,D,A,D,E,C,B,B,D,D,D,A,B,E,C,D,E,A,2018
10232,47101150839,Presente,A,C,C,E,A,B,D,C,C,C,B,A,D,B,C,C,D,C,E,A,C,D,A,A,E,D,B,E,B,C,A,E,E,E,C,B,C,D,A,B,A,D,D,D,E,E,C,A,D,A,C,B,E,D,D,C,D,C,E,B,A,D,B,A,C,E,B,A,C,D,2018
10233,47101159949,Presente,B,A,C,A,C,A,C,A,D,B,E,D,D,C,E,D,D,B,C,E,A,D,A,D,E,D,B,A,E,C,E,E,C,E,B,B,B,D,A,C,C,B,C,E,C,E,D,E,A,E,A,C,E,A,D,B,D,A,B,E,A,D,D,A,B,C,D,B,B,A,2018
10234,47101164610,Presente,A,A,C,E,E,B,C,A,B,B,B,C,D,A,C,D,D,E,C,A,C,A,B,A,E,D,B,D,D,C,E,E,E,A,C,B,C,D,D,D,D,D,A,D,B,B,B,A,E,A,D,E,E,D,B,D,C,E,A,E,A,D,D,A,B,E,D,D,A,C,2018
10235,47102173030,Presente,D,C,C,A,B,D,A,D,E,A,B,D,D,D,C,D,B,C,D,A,C,C,D,A,A,E,B,D,E,C,E,E,E,E,B,E,B,D,B,C,C,B,D,D,A,E,C,A,C,A,D,A,A,D,B,D,A,D,D,C,D,D,A,B,B,E,A,E,D,C,2018
10236,47101161182,Presente,B,A,B,E,D,A,B,C,B,C,E,D,D,B,A,C,B,C,D,A,C,D,A,A,C,D,B,C,E,D,B,E,A,B,B,E,B,A,D,A,C,E,D,D,B,A,B,C,A,A,D,E,E,D,C,D,D,E,B,D,B,A,B,A,B,E,D,D,B,C,2018
10237,47101148934,Presente,E,A,C,E,C,B,C,A,D,B,B,C,D,D,C,D,A,D,C,A,C,A,D,A,D,D,B,D,A,C,E,D,E,E,C,B,C,D,A,E,C,D,D,D,C,E,C,A,B,E,E,C,E,D,B,C,D,C,B,C,A,D,D,A,D,E,C,B,A,E,2018
10238,47102172479,Presente,D,B,E,A,B,B,A,D,E,C,B,D,B,E,C,A,B,B,C,E,A,C,A,A,D,C,B,D,E,C,A,A,B,E,A,B,C,D,A,B,E,C,D,D,B,E,B,B,C,A,D,B,E,D,A,A,C,B,E,B,E,A,C,B,E,E,B,E,C,C,2018
10240,47101173887,Presente,A,A,A,E,D,B,D,A,B,B,C,A,D,D,C,A,D,A,C,A,C,D,D,A,E,D,B,D,A,C,C,E,B,E,B,D,C,A,E,E,C,D,D,D,D,B,C,B,D,A,C,B,E,A,E,D,B,C,D,B,A,D,C,B,B,E,D,E,D,A,2018
10241,47101175493,Presente,A,D,C,C,C,B,D,A,D,B,A,C,D,B,B,D,D,D,D,A,A,D,B,A,E,D,B,E,C,C,C,C,E,E,A,B,C,D,D,D,E,E,D,A,C,A,A,A,C,A,E,A,E,D,D,E,C,E,A,B,A,D,D,A,B,D,C,A,A,A,2018
