,CARGO,ESPECIALIDADE,INSCRICAO,IDENTIFICADOR,NOTA Matemática Discreta,NOTA Cálculo Diferencial Integral,NOTA Álgebra Linear,NOTA Geometria Analítica,NOTA Análise Combinatória,NOTA Probabilidade e Estatística,NOTA Lógica Matemática,NOTA Organização de Arquivos e Dados,NOTA Técnicas de Programação,NOTA Circuitos Digitais,NOTA Análise de Algoritmos,NOTA Teoria dos Grafos,"NOTA Linguagens Formais, Autômatos e Computabilidade",NOTA Algoritmos e Estruturas de Dados,NOTA Linguagens de Programação,NOTA Sistemas Operacionais,NOTA Arquitetura e Organização de Computadores,NOTA Rede de Computadores,NOTA Computação Gráfica,NOTA Inteligência Artificial,NOTA Engenharia de Software,NOTA Sistemas Distribuídos,NOTA Compiladores,NOTA Processamento de Imagens,NOTA Banco de Dados,NOTA TOTAL TO
3429,Mestrado/Doutorado,Sistemas Embarcados e Sistemas Digitais,39401636937-9,"1,03E+11",0.0,3.0,3.0,1.0,1.0,2.0,2.0,0.0,3.0,1.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,27.0
3430,Mestrado/Doutorado,"Algoritmos, Otimização Combinatória, e Teoria da Computação",39401654020-3,"1,01E+11",0.0,2.0,3.0,1.0,2.0,0.0,2.0,0.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,31.0
3431,Mestrado/Doutorado,SISTEMAS DE COMPUTAÇÃO,39401683357-0,"1,02E+11",0.0,1.0,1.0,0.0,2.0,1.0,3.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,22.0
3432,Mestrado/Doutorado,Inteligência Artificial,39401670667-5,"1,01E+11",1.0,3.0,3.0,3.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,2.0,0.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,41.0
3433,Mestrado/Doutorado,Sistemas Inteligentes,39401672671-6,"1,01E+11",2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,28.0
3434,Mestrado/Doutorado,SISTEMAS DE COMPUTAÇÃO,39401671573-2,"1,02E+11",0.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,26.0
3435,Mestrado/Doutorado,Núcleo de Processamento Digital de Imagens,39401669738-0,"1,04E+11",0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,21.0
3436,Mestrado/Doutorado,SEGURANÇA EM SISTEMAS COMPUTACIONAIS,39401684200-8,"1,01E+11",2.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,3.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,26.0
3437,Mestrado/Doutorado,Teoria da Computação,39401674747-1,"1,02E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
3438,Mestrado/Doutorado,Otimização,39401672695-2,"1,05E+11",1.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,26.0
3439,Mestrado/Doutorado,Sistemas de Informação para a Web,39401683997-6,"1,01E+11",0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,3.0,2.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,29.0
3440,Mestrado/Doutorado,Sistemas de Computação,39401635250-8,"1,01E+11",1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0
3441,Mestrado/Doutorado,ENGENHARIA DE SISTEMAS E INFORMAÇÃO,39401667389-9,"1,00E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
3442,Mestrado/Doutorado,Visão Computacional,39401640416-3,"1,01E+11",1.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,29.0
3443,Mestrado/Doutorado,ENGENHARIA DE SOFTWARE,39401674845-9,"1,03E+11",0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,15.0
3444,Mestrado/Doutorado,BANCO DE DADOS,39401663408-5,"1,02E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
3445,Mestrado/Doutorado,METODOLOGIA E TÉCNICAS DA COMPUTAÇÃO,39401671984-0,"1,01E+11",1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,26.0
3446,Mestrado/Doutorado,Sistemas Paralelos e Distribuídos,39401660354-0,"1,03E+11",1.0,0.0,2.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,0.0,2.0,3.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,3.0,0.0,1.0,2.0,31.0
3447,Mestrado/Doutorado,Algoritmos Paralelos e Distribuídos,39401641159-0,"1,01E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
3448,Mestrado/Doutorado,INTELIGÊNCIA ARTIFICIAL,39401643937-5,"1,02E+11",2.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,24.0
3449,Mestrado/Doutorado,Computação Aplicada,39401655116-9,"1,02E+11",1.0,1.0,3.0,1.0,2.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,27.0
3450,Mestrado/Doutorado,Sistemas Colaborativos,39401652292-2,"1,00E+11",1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,25.0
3451,Mestrado/Doutorado,Processamento de Línguas Naturais,39401671286-9,"1,04E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
3452,Mestrado/Doutorado,Sistemas e Tecnologias da Computação,39401682844-1,"1,02E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
3453,Autoavaliação,,39402672726-6,"1,04E+11",1.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,28.0
3454,Mestrado/Doutorado,INTELIGÊNCIA COMPUTACIONAL,39401635715-1,"1,02E+11",2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,24.0
3455,Mestrado/Doutorado,Núcleo de Processamento Digital de Imagens,39401640842-7,"1,01E+11",1.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,2.0,1.0,3.0,2.0,0.0,2.0,1.0,2.0,1.0,3.0,0.0,1.0,2.0,37.0
3456,Mestrado/Doutorado,Microeletrônica,39401653987-1,"1,03E+11",0.0,0.0,3.0,2.0,0.0,0.0,1.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,31.0
3457,Mestrado/Doutorado,Engenharia  de software,39401647733-6,"1,01E+11",1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0
3458,Mestrado/Doutorado,Computação Heurística,39401652180-7,"1,04E+11",1.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,30.0
3459,Mestrado/Doutorado,Computação Musical,39401672944-3,"1,05E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
3460,Mestrado/Doutorado,Processamento de Imagens e Vídeo,39401669102-1,"1,01E+11",0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,18.0
3461,Mestrado/Doutorado,Educação à Distância,39401670791-7,"1,01E+11",1.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,31.0
3462,Mestrado/Doutorado,Otimização,39401635643-9,"1,05E+11",0.0,2.0,3.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,3.0,2.0,1.0,0.0,34.0
3463,Mestrado/Doutorado,Análise de Padrões em Dados,39401663123-0,"1,04E+11",1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,30.0
3464,Mestrado/Doutorado,Bioinformática Estrutural,39401640046-9,"1,05E+11",1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,29.0
3465,Mestrado/Doutorado,Redes de computadores e Sistemas Distribuidos,39401672343-0,"1,00E+11",1.0,2.0,3.0,1.0,0.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,34.0
3466,Mestrado/Doutorado,Segurança de Dados e Criptografia,39401684981-4,"1,05E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
3467,Mestrado/Doutorado,Processamento de Imagens,39401682749-4,"1,02E+11",1.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,3.0,1.0,1.0,2.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,2.0,0.0,1.0,29.0
3468,Mestrado/Doutorado,Arquitetura de Computadores e Compiladores,39401641980-3,"1,01E+11",1.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,25.0
3469,Mestrado/Doutorado,Sistemas Computacionais,39401637732-0,"1,04E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
3470,Mestrado/Doutorado,Modelagem e Gerência de Sistemas de Informação,39401635329-0,"1,01E+11",1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,23.0
3471,Mestrado/Doutorado,Distribuição e Redes,39401638637-0,"1,05E+11",2.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,3.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,36.0
3472,Mestrado/Doutorado,INTELIGÊNCIA ARTIFICIAL,39401656900-5,"1,05E+11",1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,30.0
3473,Mestrado/Doutorado,PROCESSAMENTO DE IMAGENS E SINAIS: ALGORITMOS E ARQUITETURAS,39401684556-0,"1,05E+11",0.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,19.0
3474,Mestrado/Doutorado,Inteligência Computacional,39401653342-5,"1,02E+11",1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,24.0
3475,Mestrado/Doutorado,INTELIGÊNCIA ARTIFICIAL,39401672364-6,"1,05E+11",1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,25.0
3476,Mestrado/Doutorado,Engenharia de Software e Sistemas de Informação,39401665139-0,"1,02E+11",1.0,1.0,3.0,2.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,30.0
3477,Mestrado/Doutorado,ENGENHARIA DE SOFTWARE,39401682674-1,"1,05E+11",0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,0.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0,27.0
3478,Mestrado/Doutorado,PROCESSAMENTO DE IMAGENS E SINAIS: ALGORITMOS E ARQUITETURAS,39401669483-9,"1,05E+11",1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,28.0
3479,Mestrado/Doutorado,Computação orientada a serviços,39401656609-3,"1,04E+11",0.0,0.0,2.0,0.0,1.0,0.0,2.0,1.0,3.0,1.0,2.0,2.0,3.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,27.0
3480,Mestrado/Doutorado,Computação de Alto Desempenho,39401658877-8,"1,05E+11",0.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,3.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,28.0
3481,Mestrado/Doutorado,Redes e Sistemas Distribuídos,39401655508-0,"1,02E+11",2.0,2.0,2.0,1.0,2.0,2.0,1.0,0.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,33.0
3482,Mestrado/Doutorado,Educação à Distância,39401671285-9,"1,01E+11",1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,28.0
3483,Mestrado/Doutorado,Inteligência Artificial,39401660218-0,"1,02E+11",1.0,2.0,2.0,1.0,2.0,0.0,3.0,0.0,3.0,1.0,2.0,3.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,36.0
3484,Mestrado/Doutorado,METODOLOGIA E TÉCNICAS DA COMPUTAÇÃO,39401685175-4,"1,01E+11",1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0,28.0
3485,Mestrado/Doutorado,Inteligência Artificial,39401664494-5,"1,05E+11",1.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,0.0,26.0
3486,Mestrado/Doutorado,INTELIGÊNCIA ARTIFICIAL,39401666720-2,"1,04E+11",1.0,1.0,3.0,1.0,2.0,2.0,2.0,0.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,0.0,1.0,2.0,0.0,2.0,0.0,3.0,1.0,1.0,1.0,39.0
3487,Mestrado/Doutorado,Qualidade de Processos de Software,39401665128-2,"1,02E+11",3.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,1.0,2.0,3.0,0.0,2.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,1.0,28.0
3488,Autoavaliação,,39402665574-6,"1,01E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
3489,Autoavaliação,,39402664540-5,"1,01E+11",2.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,44.0
3490,Mestrado/Doutorado,Sistemas de Informação para a Web,39401673121-5,"1,03E+11",1.0,1.0,3.0,1.0,1.0,0.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,0.0,2.0,0.0,35.0
3491,Mestrado/Doutorado,Sistemas de Computação,39401673758-3,"1,00E+11",0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,3.0,2.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,24.0
3492,Mestrado/Doutorado,Redes de Computadores  e sistemas embarcados,39401683919-0,"1,03E+11",1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,26.0
3493,Mestrado/Doutorado,Engenharia de Software,39401658657-7,"1,01E+11",1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,25.0
3494,Mestrado/Doutorado,SISTEMAS EMBARCADOS,39401666329-3,"1,04E+11",1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2.0,1.0,22.0
3495,Mestrado/Doutorado,INTELIGÊNCIA COMPUTACIONAL  ,39401684326-1,"1,02E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
3496,Mestrado/Doutorado,BANCOS DE DADOS,39401668242-5,"1,01E+11",2.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,1.0,0.0,33.0
3497,Mestrado/Doutorado,Banco de Dados,39401664988-3,"1,05E+11",1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,1.0,28.0
3498,Mestrado/Doutorado,Teoria da Computação,39401666101-2,"1,01E+11",2.0,3.0,3.0,1.0,2.0,2.0,2.0,0.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,39.0
3499,Mestrado/Doutorado,Processamento Gráfico,39401635640-9,"1,02E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
3500,Mestrado/Doutorado,Computação Aplicada,39401672249-2,"1,05E+11",1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,3.0,2.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,29.0
3501,Mestrado/Doutorado,INTELIGÊNCIA COMPUTACIONAL,39401668380-5,"1,02E+11",2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,30.0
3502,Mestrado/Doutorado,Banco de Dados,39401655109-0,"1,05E+11",0.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,3.0,1.0,2.0,3.0,2.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,3.0,1.0,1.0,1.0,33.0
3503,Mestrado/Doutorado,Informática na Educação,39401673317-1,"1,01E+11",0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,21.0
3504,Mestrado/Doutorado,Sistemas Computacionais para Bioinformática,39401640444-8,"1,01E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
3505,Autoavaliação,,39402638961-0,"1,01E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
3506,Autoavaliação,,39402654400-0,"1,04E+11",0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,19.0
3507,Mestrado/Doutorado,INTELIGÊNCIA COMPUTACIONAL  ,39401668370-7,"1,02E+11",0.0,0.0,3.0,1.0,2.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,30.0
3508,Mestrado/Doutorado,Engenharia de Sistemas Computacionais,39401653291-9,"1,03E+11",1.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,3.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,30.0
3509,Mestrado/Doutorado,Sistemas de Informação,39401657625-6,"1,03E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
3510,Mestrado/Doutorado,Projeto Integrado de Hardware e Software,39401640413-3,"1,00E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
3511,Mestrado/Doutorado,Segurança de Dados e Criptografia,39401641285-2,"1,05E+11",2.0,3.0,2.0,0.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,3.0,2.0,3.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,0.0,1.0,45.0
3512,Mestrado/Doutorado,INTELIGÊNCIA ARTIFICIAL,39401675127-8,"1,05E+11",2.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,2.0,0.0,1.0,2.0,40.0
3513,Mestrado/Doutorado,"Algoritmos, Otimização Combinatória, e Teoria da Computação",39401652059-5,"1,00E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
3514,Mestrado/Doutorado,Informática na Educação,39401666883-9,"1,02E+11",2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,24.0
3515,Mestrado/Doutorado,SISTEMAS DE COMPUTAÇÃO,39401640084-1,"1,05E+11",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,3.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,27.0
3516,Mestrado/Doutorado,Processamento Gráfico,39401644208-6,"1,02E+11",2.0,2.0,2.0,1.0,3.0,1.0,2.0,2.0,3.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,1.0,36.0
3517,Mestrado/Doutorado,PROCESSAMENTO DE IMAGENS E SINAIS: ALGORITMOS E ARQUITETURAS,39401659062-8,"1,05E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
3518,Mestrado/Doutorado,Sistemas de Apoio a Decisão,39401663639-4,"1,02E+11",0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,18.0
3519,Mestrado/Doutorado,Engenharia de Software,39401671594-9,"1,05E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
3520,Mestrado/Doutorado,Engenharia de Software e Redes de Computadores,39401651194-9,"1,00E+11",0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,3.0,1.0,3.0,0.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,25.0
3521,Mestrado/Doutorado,Gestão de Riscos,39401675096-8,"1,02E+11",1.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0
3522,Mestrado/Doutorado,Sistemas de Software,39401662592-0,"1,05E+11",3.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,2.0,2.0,3.0,3.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,32.0
3523,Mestrado/Doutorado,Microeletrônica e Processamento de Sinais,39401683028-3,"1,02E+11",0.0,0.0,2.0,1.0,1.0,1.0,2.0,0.0,3.0,2.0,2.0,2.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,29.0
3524,Mestrado/Doutorado,Engenharia de Software,39401664463-0,"1,02E+11",1.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,23.0
3525,Mestrado/Doutorado,Processamento Paralelo e Distribuído,39401636731-4,"1,02E+11",0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,23.0
3526,Mestrado/Doutorado,Computação Aplicada a Biociências,39401663735-1,"1,05E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
3527,Autoavaliação,,39402683388-8,"1,04E+11",1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,19.0
3528,Mestrado/Doutorado,Sistemas Inteligentes e Lógica,39401649354-6,"1,02E+11",1.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,19.0
3529,Mestrado/Doutorado,Redes e Sistemas Distribuídos,39401684414-0,"1,02E+11",1.0,3.0,3.0,2.0,3.0,2.0,3.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,43.0
3530,Mestrado/Doutorado,Engenharia de Tráfego em Redes Ópticas,39401672810-1,"1,01E+11",,,,,,,,,,,,,,,,,,,,,,,,,,
