INSCRICAO,SEXO,CIDADE,ESTADO,CARGO,CÓDIGO,LOCAL DE PROVA,ANO
47101171577-5,M,Palmitinho,RS,1-Mestrado/Doutorado,1,Chapecó/SC,2018
47101174211-3,M,Diadema,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2018
47101155932-6,M,São Luís,MA,1-Mestrado/Doutorado,1,São Luiz/MA,2018
47101171690-9,M,Uberlândia,MG,1-Mestrado/Doutorado,1,Uberlândia/MG,2018
47101176077-0,M,São José,SC,1-Mestrado/Doutorado,1,Florianópolis/SC,2018
47101172903-3,M,Chapecó,SC,1-Mestrado/Doutorado,1,Chapecó/SC,2018
47101147702-4,M,Eusébio,CE,1-Mestrado/Doutorado,1,Fortaleza/CE,2018
47101171827-6,M,Camboriú,SC,1-Mestrado/Doutorado,1,Florianópolis/SC,2018
47101164006-5,M,São Paulo,SP,1-Mestrado/Doutorado,1,São José dos Campos/SP,2018
47102160346-8,M,Bauru,SP,2-Autoavaliação,2,Bauru/SP,2018
47101175706-8,M,Florianópolis,SC,1-Mestrado/Doutorado,1,Florianópolis/SC,2018
47101172955-4,M,Teresina,PI,1-Mestrado/Doutorado,1,Teresina/PI,2018
47101147249-0,M,Natal,RN,1-Mestrado/Doutorado,1,Natal/RN,2018
47101157431-2,F,Curitiba,PR,1-Mestrado/Doutorado,1,Curitiba/PR,2018
47101175010-5,M,Ipeúna,SP,1-Mestrado/Doutorado,1,São Carlos/SP,2018
47101146170-1,M,Araras,SP,1-Mestrado/Doutorado,1,Campinas/SP,2018
47101173907-0,M,Uberlândia,MG,1-Mestrado/Doutorado,1,Uberlândia/MG,2018
47101172174-2,M,Vila Velha,ES,1-Mestrado/Doutorado,1,Vitória/ES,2018
47101154619-1,M,Rio de Janeiro,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro/RJ,2018
47101154389-7,M,Teresina,PI,1-Mestrado/Doutorado,1,Teresina/PI,2018
47101151019-9,M,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande/PB,2018
47101174809-9,M,São Luís,MA,1-Mestrado/Doutorado,1,São Luiz/MA,2018
47102147392-2,M,Presidente Getúlio,SC,2-Autoavaliação,2,Florianópolis/SC,2018
47101146521-0,M,São Carlos,SP,1-Mestrado/Doutorado,1,São Carlos/SP,2018
47101147866-0,M,Canindé de São Francisco,SE,1-Mestrado/Doutorado,1,Aracaju/SE,2018
47101147673-4,M,Aracaju,SE,1-Mestrado/Doutorado,1,Aracaju/SE,2018
47101146211-0,M,São Caetano do Sul,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2018
47101147343-8,M,Cariacica,ES,1-Mestrado/Doutorado,1,Vitória/ES,2018
47101174498-3,M,Pelotas,RS,1-Mestrado/Doutorado,1,Pelotas/RS,2018
47101148505-6,M,Uberlândia,MG,1-Mestrado/Doutorado,1,Uberlândia/MG,2018
47101172530-9,M,Teresina,PI,1-Mestrado/Doutorado,1,Teresina/PI,2018
47101174530-1,M,Cametá,PA,1-Mestrado/Doutorado,1,Belém/PA,2018
47101176004-3,M,Passos,MG,1-Mestrado/Doutorado,1,São Carlos/SP,2018
47101174629-0,M,Jataí,GO,1-Mestrado/Doutorado,1,Jataí/GO,2018
47101174455-0,M,Pará de Minas,MG,1-Mestrado/Doutorado,1,Belo Horizonte/MG,2018
47102171631-3,M,Porto Alegre,RS,2-Autoavaliação,2,Porto Alegre/RS,2018
47101158379-4,M,Chapecó,SC,1-Mestrado/Doutorado,1,Chapecó/SC,2018
47101156203-7,M,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande/PB,2018
47101158870-0,M,Rio de Janeiro,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro/RJ,2018
47101174398-6,M,Campo Largo,PR,1-Mestrado/Doutorado,1,Curitiba/PR,2018
47101146180-0,M,Aracaju,SE,1-Mestrado/Doutorado,1,Aracaju/SE,2018
47101175695-4,M,Rio de Janeiro,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro/RJ,2018
47101174775-9,M,Quatro Barras,PR,1-Mestrado/Doutorado,1,Curitiba/PR,2018
47101175649-3,M,Fortaleza,CE,1-Mestrado/Doutorado,1,Fortaleza/CE,2018
47101147930-3,M,Goiânia,GO,1-Mestrado/Doutorado,1,Goiânia/GO,2018
47101150827-9,M,Santo André,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2018
47101171681-0,M,São Luís,MA,1-Mestrado/Doutorado,1,São Luiz/MA,2018
47101149969-0,M,João Pessoa,PB,1-Mestrado/Doutorado,1,João Pessoa/PB,2018
47101174438-4,M,Rio de Janeiro,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro/RJ,2018
47101173139-6,M,Marília,SP,1-Mestrado/Doutorado,1,Bauru/SP,2018
47101161805-4,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2018
47101163641-5,M,Belo Horizonte,MG,1-Mestrado/Doutorado,1,Belo Horizonte/MG,2018
47101150987-5,M,Senador Canedo,GO,1-Mestrado/Doutorado,1,Goiânia/GO,2018
47101176669-6,M,São Luís,MA,1-Mestrado/Doutorado,1,São Luiz/MA,2018
47101175021-3,M,Serra,ES,1-Mestrado/Doutorado,1,Vitória/ES,2018
47101171884-5,M,Colombo,PR,1-Mestrado/Doutorado,1,Curitiba/PR,2018
47101171489-6,M,Vila dos Cabanos -Barcarena,PA,1-Mestrado/Doutorado,1,Belém/PA,2018
47101169296-5,M,Três Lagoas,MS,1-Mestrado/Doutorado,1,Campo Grande/MS,2018
47101153481-8,M,Uberlândia,MG,1-Mestrado/Doutorado,1,Uberlândia/MG,2018
47101169703-8,M,Uberlândia,MG,1-Mestrado/Doutorado,1,Uberlândia/MG,2018
47101147694-0,M,Oeiras,PI,1-Mestrado/Doutorado,1,Teresina/PI,2018
47101145957-7,M,Formiga,MG,1-Mestrado/Doutorado,1,Belo Horizonte/MG,2018
47101173434-8,M,Pelotas,RS,1-Mestrado/Doutorado,1,Pelotas/RS,2018
47101150038-9,M,General Salgado,SP,1-Mestrado/Doutorado,1,São José do Rio Preto/SP,2018
47101148629-0,M,Vitória,ES,1-Mestrado/Doutorado,1,Vitória/ES,2018
47101150923-6,M,São Luís,MA,1-Mestrado/Doutorado,1,São Luiz/MA,2018
47101173720-1,M,Viçosa,MG,1-Mestrado/Doutorado,1,Viçosa/MG,2018
47101172779-6,M,Erechim,RS,1-Mestrado/Doutorado,1,Erechim/RS,2018
47101146142-7,M,Cametá,PA,1-Mestrado/Doutorado,1,Belém/PA,2018
47101146999-6,M,Salvador,BA,1-Mestrado/Doutorado,1,Salvador/BA,2018
47101146714-6,M,Vitória da Conquista,BA,1-Mestrado/Doutorado,1,Vitória da Conquista/BA,2018
47101175158-5,M,São Luís,MA,1-Mestrado/Doutorado,1,São Luiz/MA,2018
47101147445-5,M,Manaus,AM,1-Mestrado/Doutorado,1,Manaus/AM,2018
47101156529-5,M,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande/PB,2018
47101147826-8,M,Uberlândia,MG,1-Mestrado/Doutorado,1,Uberlândia/MG,2018
47101175734-2,M,Palmas,TO,1-Mestrado/Doutorado,1,Palmas/TO,2018
47101174041-3,M,São Luís,MA,1-Mestrado/Doutorado,1,São Luiz/MA,2018
47101176290-1,M,São Carlos,SP,1-Mestrado/Doutorado,1,São Carlos/SP,2018
47101174195-1,M,Fortaleza,CE,1-Mestrado/Doutorado,1,Fortaleza/CE,2018
47101168696-8,M,Pedreiras,MA,1-Mestrado/Doutorado,1,Teresina/PI,2018
47101173799-9,F,Patrocínio,MG,1-Mestrado/Doutorado,1,Ponta Porã/MS,2018
47102177059-4,F,São Miguel,RN,2-Autoavaliação,2,Natal/RN,2018
47101175233-6,F,Lavras,MG,1-Mestrado/Doutorado,1,Lavras/MG,2018
47101172773-6,F,Santo Ângelo,RS,1-Mestrado/Doutorado,1,Erechim/RS,2018
47101158245-2,F,Santa Maria,RS,1-Mestrado/Doutorado,1,Santa Maria/RS,2018
47101163824-3,F,Mogi Guaçu,SP,1-Mestrado/Doutorado,1,Campinas/SP,2018
47101146093-0,F,Fortaleza,CE,1-Mestrado/Doutorado,1,Fortaleza/CE,2018
47101147740-7,F,São Luís,MA,1-Mestrado/Doutorado,1,São Luiz/MA,2018
47101175686-6,F,Guarapuava,PR,1-Mestrado/Doutorado,1,Maringá/PR,2018
47101174605-4,F,Londrina,PR,1-Mestrado/Doutorado,1,Londrina/PR,2018
47101147959-0,F,São Miguel,RN,1-Mestrado/Doutorado,1,Mossoró/RN,2018
47101148387-7,F,Campinas,SP,1-Mestrado/Doutorado,1,Belém/PA,2018
47101173708-5,F,Avaré,SP,1-Mestrado/Doutorado,1,Bauru/SP,2018
47101146765-7,F,São Carlos,SP,1-Mestrado/Doutorado,1,São Carlos/SP,2018
47101165471-8,F,Ponta Grossa,PR,1-Mestrado/Doutorado,1,Curitiba/PR,2018
47101175806-5,F,Teresina,PI,1-Mestrado/Doutorado,1,Teresina/PI,2018
47101146122-0,F,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2018
47101174388-8,F,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande/PB,2018
47102146128-4,F,São Vicente,SP,2-Autoavaliação,2,São Paulo/SP,2018
47101145992-0,F,Curitiba,PR,1-Mestrado/Doutorado,1,Curitiba/PR,2018
47101150972-7,F,Porto Alegre,RS,1-Mestrado/Doutorado,1,Porto Alegre/RS,2018
47101147523-6,F,Palmital,SP,1-Mestrado/Doutorado,1,Londrina/PR,2018
47101148558-7,F,Santiago,RS,1-Mestrado/Doutorado,1,Santa Maria/RS,2018
47102146858-0,F,Vila Velha,ES,2-Autoavaliação,2,Vitória/ES,2018
47101171727-9,F,João Pessoa,PB,1-Mestrado/Doutorado,1,Campina Grande/PB,2018
47101149056-7,F,Russas,CE,1-Mestrado/Doutorado,1,Fortaleza/CE,2018
47101174205-5,F,Curitiba,PR,1-Mestrado/Doutorado,1,Curitiba/PR,2018
47101147248-0,F,Teresina,PI,1-Mestrado/Doutorado,1,Teresina/PI,2018
47101145950-7,F,Santa Maria,RS,1-Mestrado/Doutorado,1,Santa Maria/RS,2018
47101174819-7,M,Alfenas,MG,1-Mestrado/Doutorado,1,Poços de Caldas/MG,2018
47102176018-5,M,Campo Grande,MS,2-Autoavaliação,2,Campo Grande/MS,2018
47101172367-9,M,Taubaté,SP,1-Mestrado/Doutorado,1,Lavras/MG,2018
47101151861-8,M,Maceió,AL,1-Mestrado/Doutorado,1,Maceió/AL,2018
47101174752-2,M,Fortaleza,CE,1-Mestrado/Doutorado,1,Fortaleza/CE,2018
47101174371-0,M,Belo Horizonte,MG,1-Mestrado/Doutorado,1,Belo Horizonte/MG,2018
47101175592-7,M,Bagé,RS,1-Mestrado/Doutorado,1,Bagé/RS,2018
47101173841-5,M,Bagé,RS,1-Mestrado/Doutorado,1,Bagé/RS,2018
47101176748-7,F,Quixelô,CE,1-Mestrado/Doutorado,1,Quixadá/CE,2018
47101174576-4,M,Aracaju,SE,1-Mestrado/Doutorado,1,Aracaju/SE,2018
47101146965-1,F,Tucuruí,PA,1-Mestrado/Doutorado,1,Marabá/PA,2018
47101147348-8,M,Campinas do Sul,RS,1-Mestrado/Doutorado,1,Erechim/RS,2018
47101173101-1,M,Fraiburgo,SC,1-Mestrado/Doutorado,1,Chapecó/SC,2018
47101174293-9,M,Belém,PA,1-Mestrado/Doutorado,1,Belém/PA,2018
47101174678-1,M,Florianópolis,SC,1-Mestrado/Doutorado,1,Florianópolis/SC,2018
47101148841-0,M,Campinas,SP,1-Mestrado/Doutorado,1,Campinas/SP,2018
47101147551-0,F,Juiz de Fora,MG,1-Mestrado/Doutorado,1,Juiz de Fora/MG,2018
47101151866-8,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2018
47101174878-6,M,Contagem,MG,1-Mestrado/Doutorado,1,Belo Horizonte/MG,2018
47101146351-0,M,Aparecida de Goiânia,GO,1-Mestrado/Doutorado,1,Goiânia/GO,2018
47101177130-1,M,Japaraíba,MG,1-Mestrado/Doutorado,1,Lavras/MG,2018
47102172861-9,M,São Paulo,SP,2-Autoavaliação,2,São Paulo/SP,2018
47101150914-8,M,Campo Grande,MS,1-Mestrado/Doutorado,1,Campo Grande/MS,2018
47101147214-6,M,Bauru,SP,1-Mestrado/Doutorado,1,Bauru/SP,2018
47101148027-6,M,Rio de Janeiro,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro/RJ,2018
47102172983-2,M,Barra do Bugres,MT,2-Autoavaliação,2,Cuiabá/MT,2018
47101173331-0,M,Manaus,AM,1-Mestrado/Doutorado,1,Manaus/AM,2018
47101154317-0,M,São Carlos,SP,1-Mestrado/Doutorado,1,São Carlos/SP,2018
47101146205-1,M,Gaspar,SC,1-Mestrado/Doutorado,1,Florianópolis/SC,2018
47101171853-0,M,Campo Grande,MS,1-Mestrado/Doutorado,1,Campo Grande/MS,2018
47101145918-4,M,Bauru,SP,1-Mestrado/Doutorado,1,Bauru/SP,2018
47101147761-3,M,Pelotas,RS,1-Mestrado/Doutorado,1,Pelotas/RS,2018
47101146166-3,M,Bagé,RS,1-Mestrado/Doutorado,1,Bagé/RS,2018
47101174392-6,M,Guarapuava,PR,1-Mestrado/Doutorado,1,Maringá/PR,2018
47101174446-2,M,Tarumã,SP,1-Mestrado/Doutorado,1,Presidente Prudente/SP,2018
47101171844-2,M,Duque de Caxias,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro/RJ,2018
47101174258-6,M,Varginha,MG,1-Mestrado/Doutorado,1,Lavras/MG,2018
47101176228-4,M,São Carlos,SP,1-Mestrado/Doutorado,1,São Carlos/SP,2018
47101153399-9,M,Curitiba,PR,1-Mestrado/Doutorado,1,Curitiba/PR,2018
47101161768-6,M,Balneário Camboriú,SC,1-Mestrado/Doutorado,1,Florianópolis/SC,2018
47101147618-5,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2018
47101157259-4,M,Betim,MG,1-Mestrado/Doutorado,1,Belo Horizonte/MG,2018
47101174613-2,M,São Luís,MA,1-Mestrado/Doutorado,1,São Luiz/MA,2018
47101171820-6,M,São Luís,MA,1-Mestrado/Doutorado,1,São Luiz/MA,2018
47101172729-5,M,Ponta Grossa,PR,1-Mestrado/Doutorado,1,Curitiba/PR,2018
47101149825-0,M,Carapicuíba,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2018
47102174901-0,M,Santa Maria,RS,2-Autoavaliação,2,Santa Maria/RS,2018
47101176932-3,M,Sorocaba,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2018
47101161219-9,M,Curitiba,PR,1-Mestrado/Doutorado,1,Curitiba/PR,2018
47101153996-2,M,Ubá,MG,1-Mestrado/Doutorado,1,Juiz de Fora/MG,2018
47101174351-3,M,Novo Horizonte,SP,1-Mestrado/Doutorado,1,São Carlos/SP,2018
47101172964-2,M,Rio de Janeiro,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro/RJ,2018
47101172712-7,M,Campinas,SP,1-Mestrado/Doutorado,1,Campinas/SP,2018
47101174956-7,M,Campinas,SP,1-Mestrado/Doutorado,1,Campinas/SP,2018
47101172005-8,M,Belém,PA,1-Mestrado/Doutorado,1,Belém/PA,2018
47101153842-4,M,Belém,PA,1-Mestrado/Doutorado,1,Belém/PA,2018
47101174349-5,M,São José do Rio Preto,SP,1-Mestrado/Doutorado,1,São José do Rio Preto/SP,2018
47101146418-4,M,Campo Grande,MS,1-Mestrado/Doutorado,1,Campo Grande/MS,2018
47101151005-0,M,Cabedelo,PB,1-Mestrado/Doutorado,1,Campina Grande/PB,2018
47101154053-0,M,Rio de Janeiro,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro/RJ,2018
47101159838-4,M,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande/PB,2018
47101173993-3,M,Ijuí,RS,1-Mestrado/Doutorado,1,Santa Maria/RS,2018
47102146457-0,M,Chapecó,SC,2-Autoavaliação,2,Chapecó/SC,2018
47101162613-4,M,Maceió,AL,1-Mestrado/Doutorado,1,Maceió/AL,2018
47101171691-9,M,Araxá,MG,1-Mestrado/Doutorado,1,Uberlândia/MG,2018
47101150618-6,M,João Pessoa,PB,1-Mestrado/Doutorado,1,João Pessoa/PB,2018
47101172673-9,M,Curitiba,PR,1-Mestrado/Doutorado,1,Curitiba/PR,2018
47101147982-4,M,São José do Rio Preto,SP,1-Mestrado/Doutorado,1,São José do Rio Preto/SP,2018
47101172101-5,M,Sombrio,SC,1-Mestrado/Doutorado,1,Pelotas/RS,2018
47101175136-9,M,Santo André,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2018
47101174061-0,M,São Carlos,SP,1-Mestrado/Doutorado,1,São Carlos/SP,2018
47102175663-3,M,Palmas,TO,2-Autoavaliação,2,Palmas/TO,2018
47101159849-2,M,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande/PB,2018
47101147966-8,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2018
47101173741-8,M,Vitória da Conquista,BA,1-Mestrado/Doutorado,1,Vitória da Conquista/BA,2018
47102160427-9,M,Gravataí,RS,2-Autoavaliação,2,Porto Alegre/RS,2018
47101173502-0,M,Ananindeua,PA,1-Mestrado/Doutorado,1,Belém/PA,2018
47101173277-6,M,Uberlândia,MG,1-Mestrado/Doutorado,1,Uberlândia/MG,2018
47101147030-8,M,Sobral,CE,1-Mestrado/Doutorado,1,Fortaleza/CE,2018
47101168941-9,M,Bandeirantes,PR,1-Mestrado/Doutorado,1,Londrina/PR,2018
47101174220-1,M,Novo Horizonte,SP,1-Mestrado/Doutorado,1,São José do Rio Preto/SP,2018
47101172947-6,M,Juiz de Fora,MG,1-Mestrado/Doutorado,1,Juiz de Fora/MG,2018
47101173896-6,M,Viçosa,MG,1-Mestrado/Doutorado,1,Viçosa/MG,2018
47101174305-2,M,Goiânia,GO,1-Mestrado/Doutorado,1,Goiânia/GO,2018
47101168737-6,M,Presidente Prudente,SP,1-Mestrado/Doutorado,1,Presidente Prudente/SP,2018
47101175366-8,M,São Luís,MA,1-Mestrado/Doutorado,1,São Luiz/MA,2018
47101147361-4,M,Novo Horizonte,SP,1-Mestrado/Doutorado,1,São José do Rio Preto/SP,2018
47101163643-5,M,Aparecida de Goiânia,GO,1-Mestrado/Doutorado,1,Goiânia/GO,2018
47101171776-0,M,Presidente Prudente,SP,1-Mestrado/Doutorado,1,Maringá/PR,2018
47101175261-0,M,Porto Alegre,RS,1-Mestrado/Doutorado,1,Porto Alegre/RS,2018
47101160284-0,M,Lavras,MG,1-Mestrado/Doutorado,1,Lavras/MG,2018
47101174583-2,M,Palmas,TO,1-Mestrado/Doutorado,1,Palmas/TO,2018
47102174628-4,M,Florianópolis,SC,2-Autoavaliação,2,Florianópolis/SC,2018
47101172740-1,M,Crato,CE,1-Mestrado/Doutorado,1,Fortaleza/CE,2018
47101174767-0,M,Uberlândia,MG,1-Mestrado/Doutorado,1,Uberlândia/MG,2018
47101149038-0,M,Conchal,SP,1-Mestrado/Doutorado,1,Campinas/SP,2018
47101147194-4,M,Curitiba,PR,1-Mestrado/Doutorado,1,Curitiba/PR,2018
47101172295-6,M,Poá,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2018
47101174969-5,M,Presidente Prudente,SP,1-Mestrado/Doutorado,1,Presidente Prudente/SP,2018
47101174197-1,M,Belém,PA,1-Mestrado/Doutorado,1,Belém/PA,2018
47101150939-4,M,Pedro II,PI,1-Mestrado/Doutorado,1,Teresina/PI,2018
47101159409-0,M,Arari,MA,1-Mestrado/Doutorado,1,São Luiz/MA,2018
47101150155-2,M,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande/PB,2018
47101171586-3,M,Várzea Grande,MT,1-Mestrado/Doutorado,1,Cuiabá/MT,2018
47101153654-8,M,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande/PB,2018
47101145907-6,F,Oeiras,PI,1-Mestrado/Doutorado,1,Teresina/PI,2018
47101150937-4,M,Campo Grande,MS,1-Mestrado/Doutorado,1,Campo Grande/MS,2018
47101175187-0,M,Arapiraca,AL,1-Mestrado/Doutorado,1,Maceió/AL,2018
47101156233-1,M,Campo Grande,MS,1-Mestrado/Doutorado,1,Campo Grande/MS,2018
47101176006-3,M,Jaboticabal,SP,1-Mestrado/Doutorado,1,Ribeirão Preto/SP,2018
47101158688-4,M,São Luís,MA,1-Mestrado/Doutorado,1,São Luiz/MA,2018
47101160473-6,M,Londrina,PR,1-Mestrado/Doutorado,1,Londrina/PR,2018
47102176482-1,M,Araranguá,SC,2-Autoavaliação,2,Porto Alegre/RS,2018
47102171473-1,M,Florianópolis,SC,2-Autoavaliação,2,Florianópolis/SC,2018
47101167260-8,M,Rio de Janeiro,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro/RJ,2018
47101175957-3,M,Teresina,PI,1-Mestrado/Doutorado,1,Teresina/PI,2018
47101175849-8,M,Itajubá,MG,1-Mestrado/Doutorado,1,São José dos Campos/SP,2018
47102172386-9,M,Florianópolis,SC,2-Autoavaliação,2,Florianópolis/SC,2018
47101172532-9,M,Maringá,PR,1-Mestrado/Doutorado,1,Maringá/PR,2018
47101148226-0,M,Cametá,PA,1-Mestrado/Doutorado,1,Belém/PA,2018
47101146852-6,M,Ponta Porã,MS,1-Mestrado/Doutorado,1,Ponta Porã/MS,2018
47101176955-0,M,Guaratinguetá,SP,1-Mestrado/Doutorado,1,São José dos Campos/SP,2018
47101159725-9,M,Naviraí,MS,1-Mestrado/Doutorado,1,Campo Grande/MS,2018
47101173642-0,M,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande/PB,2018
47101172565-3,M,Guanambi,BA,1-Mestrado/Doutorado,1,Vitória da Conquista/BA,2018
47101175073-4,F,Canoas,RS,1-Mestrado/Doutorado,1,Porto Alegre/RS,2018
47101173776-2,F,Rio de Janeiro,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro/RJ,2018
47102177041-6,F,São José dos Pinhais,PR,2-Autoavaliação,2,Curitiba/PR,2018
47101146547-6,F,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande/PB,2018
47101173919-8,M,João Pessoa,PB,1-Mestrado/Doutorado,1,Curitiba/PR,2018
47101175368-8,F,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2018
47101146696-4,F,Vila Velha,ES,1-Mestrado/Doutorado,1,Vitória/ES,2018
47101175483-1,M,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande/PB,2018
47101175285-7,M,Fortaleza,CE,1-Mestrado/Doutorado,1,Fortaleza/CE,2018
47101160281-0,M,São Luís,MA,1-Mestrado/Doutorado,1,São Luiz/MA,2018
47101147475-0,M,Coimbra,MG,1-Mestrado/Doutorado,1,Viçosa/MG,2018
47101157349-3,M,Macapá,AP,1-Mestrado/Doutorado,1,Belém/PA,2018
47101146413-4,M,Florianópolis,SC,1-Mestrado/Doutorado,1,Florianópolis/SC,2018
47101160996-9,M,São João Nepomuceno,MG,1-Mestrado/Doutorado,1,Juiz de Fora/MG,2018
47101146934-7,M,Belém,PA,1-Mestrado/Doutorado,1,Belém/PA,2018
47101175242-4,M,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2018
47102149084-5,M,Florianópolis,SC,2-Autoavaliação,2,Florianópolis/SC,2018
47101172037-2,M,Brasília,DF,1-Mestrado/Doutorado,1,Brasília/DF,2018
47101175603-0,F,Goiânia,GO,1-Mestrado/Doutorado,1,Goiânia/GO,2018
47101161386-3,M,Paulínia,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2018
47101150963-9,M,Lavras,MG,1-Mestrado/Doutorado,1,Lavras/MG,2018
47101147932-3,F,Belém,PA,1-Mestrado/Doutorado,1,Belém/PA,2018
47101172472-4,M,São João Del Rei,MG,1-Mestrado/Doutorado,1,Lavras/MG,2018
47101146525-0,M,Lavras,MG,1-Mestrado/Doutorado,1,Lavras/MG,2018
47101173222-5,F,Florianópolis,SC,1-Mestrado/Doutorado,1,Florianópolis/SC,2018
47101172933-8,M,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande/PB,2018
47101174848-1,M,Presidente Epitácio,SP,1-Mestrado/Doutorado,1,Presidente Prudente/SP,2018
47101146424-2,M,ALEGRE,ES,1-Mestrado/Doutorado,1,Alegre/ES,2018
47101174937-0,F,Arequipa,OU,1-Mestrado/Doutorado,1,Arequipa/Peru,2018
47101171464-0,F,Uberlândia,MG,1-Mestrado/Doutorado,1,Uberlândia/MG,2018
47101148413-7,F,Nossa Senhora do Socorro,SE,1-Mestrado/Doutorado,1,Aracaju/SE,2018
47101168409-0,M,Guarapuava,PR,1-Mestrado/Doutorado,1,Curitiba/PR,2018
47101146992-6,M,São Gonçalo,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro/RJ,2018
47101175374-6,M,Pelotas,RS,1-Mestrado/Doutorado,1,Florianópolis/SC,2018
47101174884-4,M,Nova Andradina,MS,1-Mestrado/Doutorado,1,Campo Grande/MS,2018
47102175266-4,M,São Luís,MA,2-Autoavaliação,2,São Luiz/MA,2018
47101147007-3,F,Campina Grande,PB,1-Mestrado/Doutorado,1,Campina Grande/PB,2018
47101175610-9,F,Arapiraca,AL,1-Mestrado/Doutorado,1,Maceió/AL,2018
47101173755-6,M,Fortaleza,CE,1-Mestrado/Doutorado,1,Fortaleza/CE,2018
47101174993-0,F,São Carlos,SP,1-Mestrado/Doutorado,1,São Carlos/SP,2018
47101172429-3,F,Salto de Pirapora,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2018
47101149848-7,F,Coromandel,MG,1-Mestrado/Doutorado,1,Uberlândia/MG,2018
47101174503-7,F,Bagé,RS,1-Mestrado/Doutorado,1,Bagé/RS,2018
47101149247-3,F,Porto Alegre,RS,1-Mestrado/Doutorado,1,Porto Alegre/RS,2018
47101172252-3,F,Perolândia,GO,1-Mestrado/Doutorado,1,Jataí/GO,2018
47101146460-5,M,Natal,RN,1-Mestrado/Doutorado,1,Natal/RN,2018
47101171329-0,M,Curitiba,PR,1-Mestrado/Doutorado,1,Curitiba/PR,2018
47101157323-7,M,Uberlândia,MG,1-Mestrado/Doutorado,1,Uberlândia/MG,2018
47101172086-3,M,Jataí,GO,1-Mestrado/Doutorado,1,Jataí/GO,2018
47102176736-2,M,Jataí,GO,2-Autoavaliação,2,Jataí/GO,2018
47102177062-2,M,Imperatriz,MA,2-Autoavaliação,2,Imperatriz/MA,2018
47101147626-3,M,Londrina,PR,1-Mestrado/Doutorado,1,Londrina/PR,2018
47101146045-0,M,Barra do Garças,MT,1-Mestrado/Doutorado,1,Goiânia/GO,2018
47101146150-5,M,Cariacica,ES,1-Mestrado/Doutorado,1,Vitória/ES,2018
47101154423-5,M,Pelotas,RS,1-Mestrado/Doutorado,1,Pelotas/RS,2018
47101147560-9,M,Rio de Janeiro,RJ,1-Mestrado/Doutorado,1,Rio de Janeiro/RJ,2018
47101147245-0,F,Goiânia,GO,1-Mestrado/Doutorado,1,Goiânia/GO,2018
47102147629-7,F,São Paulo,SP,2-Autoavaliação,2,Curitiba/PR,2018
47101172988-9,F,São Paulo,SP,1-Mestrado/Doutorado,1,São Paulo/SP,2018
47101146904-2,F,Linhares,ES,1-Mestrado/Doutorado,1,Vitória/ES,2018
47101173838-7,F,Rio Largo,AL,1-Mestrado/Doutorado,1,Maceió/AL,2018
47101147749-7,F,Votuporanga,SP,1-Mestrado/Doutorado,1,São José do Rio Preto/SP,2018
47101171854-0,F,Nova Andradina,MS,1-Mestrado/Doutorado,1,Presidente Prudente/SP,2018
47101161763-6,F,Pelotas,RS,1-Mestrado/Doutorado,1,Pelotas/RS,2018
