INSCRICAO,SEXO,ESTADO,REGIAO,ESPECIALIDADE,PRESENTE DIA1,CARGO,Matemática Discreta,Cálculo Diferencial e Integral,Álgebra Linear,Geometria Analítica,Análise Combinatória,Probabilidade e Estatística,Lógica Matemática,Organização de Arquivos e Dados,Técnicas de Programação,Circuitos Digitais,Análise de Algoritmos,Teoria dos Grafos,"Linguagens Formais, Autômatos e Computabilidade",Algoritmos e Estruturas de Dados,Linguagens de Programação,Sistemas Operacionais,Arquitetura e Organização de Computadores,Redes de Computadores,Computação Gráfica,Inteligência Artificial,Engenharia de Software,Sistemas Distribuídos,Compiladores,Processamento de Imagens,Banco de Dados,ANO,IDADE
47101164725-2,F,PI,nordeste,sistemas de computação,S,Mestrado/Doutorado,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,0.0,2.0,3.0,1.0,1.0,1.0,2018,30
47101147013-1,F,PR,sul,computação visual,S,Mestrado/Doutorado,2.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,3.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,3.0,1.0,1.0,2.0,1.0,2018,21
47101173931-4,M,SP,sudeste,computação visual,S,Mestrado/Doutorado,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,2018,20
47101170439-9,M,MG,sudeste,inteligência artificial,S,Mestrado/Doutorado,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,3.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,2018,22
47101174429-6,F,RN,nordeste,redes de computadores,S,Mestrado/Doutorado,1.0,0.0,2.0,2.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,2018,21
47101173311-4,M,SP,sudeste,engenharia de software,S,Mestrado/Doutorado,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,2018,22
47101150495-7,M,RN,nordeste,inteligência artificial,S,Mestrado/Doutorado,1.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,3.0,2018,30
47101166287-8,F,RN,nordeste,ciência computacional,S,Mestrado/Doutorado,0.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,1.0,2018,25
47101146218-0,F,SP,sudeste,engenharia de software,S,Mestrado/Doutorado,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,2018,29
47101150962-9,F,MA,nordeste,arquitetura de computadores,S,Mestrado/Doutorado,1.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,2018,23
47101173422-0,M,SE,nordeste,engenharia de software,S,Mestrado/Doutorado,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,2.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,0.0,2018,25
47101145914-4,F,CE,nordeste,sistemas de computação,S,Mestrado/Doutorado,1.0,0.0,0.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,3.0,3.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,2018,24
47101176617-5,F,MS,centro_oeste,sistemas distribuídos,S,Mestrado/Doutorado,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,2018,23
47101158520-8,F,PA,norte,inteligência artificial,S,Mestrado/Doutorado,0.0,0.0,0.0,0.0,2.0,2.0,3.0,2.0,1.0,0.0,0.0,3.0,1.0,0.0,3.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,2018,22
47101175584-9,F,PA,norte,engenharia de software,S,Mestrado/Doutorado,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,2018,24
47101171244-9,F,MS,centro_oeste,engenharia de software,S,Mestrado/Doutorado,0.0,2.0,1.0,1.0,3.0,1.0,0.0,0.0,3.0,1.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2018,22
47101147734-9,M,PI,nordeste,sistemas de computação,S,Mestrado/Doutorado,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,2018,32
47101146856-6,M,RS,sul,ciência de dados,S,Mestrado/Doutorado,3.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,2018,22
47101147442-5,M,RS,sul,ciência de dados,S,Mestrado/Doutorado,1.0,0.0,0.0,1.0,3.0,1.0,2.0,2.0,2.0,0.0,3.0,1.0,0.0,2.0,3.0,0.0,0.0,3.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,2018,29
47101147912-7,M,CE,nordeste,teoria da computação,S,Mestrado/Doutorado,2.0,1.0,2.0,3.0,3.0,2.0,3.0,1.0,2.0,1.0,3.0,3.0,0.0,3.0,3.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.0,2018,26
47101156221-3,M,CE,nordeste,ciência computacional,S,Mestrado/Doutorado,1.0,0.0,1.0,3.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,0.0,1.0,2.0,0.0,1.0,2.0,3.0,2.0,2.0,1.0,2018,21
47101157340-3,M,MG,sudeste,inteligência artificial,S,Mestrado/Doutorado,0.0,1.0,1.0,0.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,3.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,3.0,2018,22
47101160648-6,M,SP,sudeste,inteligência artificial,S,Mestrado/Doutorado,1.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2018,21
47101172920-0,M,MG,sudeste,inteligência artificial,S,Mestrado/Doutorado,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,0.0,1.0,2.0,1.0,2.0,0.0,1.0,2018,28
47101172580-0,M,SP,sudeste,engenharia de software,S,Mestrado/Doutorado,1.0,2.0,2.0,3.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,3.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,2018,32
47101172279-0,M,SP,sudeste,sistemas distribuídos,S,Mestrado/Doutorado,0.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2018,27
47101159788-8,M,PI,nordeste,computação aplicada,S,Mestrado/Doutorado,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,2018,30
47101175648-3,M,SC,sul,redes e sistemas distribuídos,S,Mestrado/Doutorado,0.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,3.0,1.0,1.0,1.0,2018,21
47101170044-8,M,SP,sudeste,inteligência artificial,S,Mestrado/Doutorado,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2018,31
47101169343-1,M,SC,sul,banco de dados,S,Mestrado/Doutorado,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,2018,27
47101176692-0,M,PB,nordeste,engenharia de software,S,Mestrado/Doutorado,1.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,3.0,2.0,0.0,3.0,3.0,0.0,1.0,0.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,2018,21
47101175569-2,M,SP,sudeste,inteligência artificial,S,Mestrado/Doutorado,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2018,24
47101171938-1,M,RS,sul,sistemas inteligentes,S,Mestrado/Doutorado,2.0,0.0,2.0,3.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2018,34
47101174328-9,M,CE,nordeste,ciência computacional,S,Mestrado/Doutorado,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,2018,21
47101157508-5,M,MG,sudeste,otimização e inteligência artificial,S,Mestrado/Doutorado,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,2018,21
47101153205-8,M,SP,sudeste,sistemas inteligentes,S,Mestrado/Doutorado,1.0,1.0,0.0,3.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,3.0,0.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,2018,30
47101150888-8,M,MG,sudeste,inteligência artificial,S,Mestrado/Doutorado,1.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,3.0,1.0,0.0,1.0,2018,38
47101171733-7,M,PR,sul,ciência de dados,S,Mestrado/Doutorado,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,3.0,0.0,2.0,2.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,2018,20
47101173681-3,M,SP,sudeste,inteligência artificial,S,Mestrado/Doutorado,2.0,2.0,0.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,0.0,2.0,3.0,0.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2018,28
47101169184-0,M,RS,sul,inteligência artificial,S,Mestrado/Doutorado,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,0.0,1.0,2.0,0.0,3.0,2.0,0.0,0.0,3.0,2.0,1.0,0.0,1.0,2018,22
47101172561-3,M,SP,sudeste,inteligência artificial,S,Mestrado/Doutorado,0.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,2018,34
47101171449-3,M,MG,sudeste,inteligência artificial,S,Mestrado/Doutorado,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,0.0,1.0,2.0,1.0,2.0,2.0,2018,28
47101176944-1,M,PR,sul,sistemas de informação,S,Mestrado/Doutorado,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,1.0,2018,23
47101153727-0,M,MG,sudeste,inteligência artificial,S,Mestrado/Doutorado,2.0,1.0,1.0,3.0,3.0,1.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,0.0,2018,21
47101173873-0,M,SP,sudeste,redes de computadores,S,Mestrado/Doutorado,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,2018,24
47101166711-7,M,MA,nordeste,arquitetura de computadores,S,Mestrado/Doutorado,0.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2018,32
47101175046-0,M,PB,nordeste,redes de computadores,S,Mestrado/Doutorado,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,2018,29
47101147042-6,M,MG,sudeste,inteligência artificial,S,Mestrado/Doutorado,3.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,0.0,1.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2018,20
47101148237-9,M,SP,sudeste,sistemas de computação,S,Mestrado/Doutorado,1.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,3.0,3.0,2.0,1.0,2.0,0.0,2.0,3.0,3.0,1.0,2.0,2.0,2018,24
47101146037-1,F,SP,sudeste,sistemas de computação,S,Mestrado/Doutorado,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,2018,24
47101153828-8,M,DF,centro_oeste,engenharia de software,S,Mestrado/Doutorado,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,2018,23
47101174367-1,M,GO,centro_oeste,engenharia de software,S,Mestrado/Doutorado,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,2.0,2018,28
47101155212-9,M,MS,centro_oeste,sistemas embarcados,S,Mestrado/Doutorado,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,1.0,1.0,2018,42
47101177161-6,M,MA,nordeste,arquitetura de computadores,S,Mestrado/Doutorado,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,2018,26
47101153351-6,F,RS,sul,ciência de dados,S,Mestrado/Doutorado,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,2.0,2.0,3.0,1.0,1.0,0.0,2018,25
47101147391-9,M,SP,sudeste,sistemas de computação,S,Mestrado/Doutorado,1.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,1.0,2.0,2.0,2.0,0.0,1.0,2018,49
47101147590-3,M,PI,nordeste,sistemas de computação,S,Mestrado/Doutorado,1.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,0.0,3.0,2018,31
47101149030-0,M,SP,sudeste,sistemas de computação,S,Mestrado/Doutorado,1.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,2018,47
47101174924-2,M,SP,sudeste,sistemas inteligentes,S,Mestrado/Doutorado,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,2018,24
47101148235-9,F,RS,sul,banco de dados,S,Mestrado/Doutorado,1.0,1.0,2.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,2018,27
47101148006-0,F,ES,sudeste,sistemas de informação,S,Mestrado/Doutorado,1.0,0.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,1.0,2.0,2018,26
47101163115-4,M,SC,sul,sistemas embarcados,S,Mestrado/Doutorado,2.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2018,24
47101173381-1,F,SP,sudeste,inteligência artificial,S,Mestrado/Doutorado,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,1.0,2018,34
47101152573-0,M,MT,centro_oeste,tecnologia da informação,S,Mestrado/Doutorado,0.0,0.0,0.0,1.0,1.0,1.0,3.0,1.0,3.0,0.0,1.0,1.0,0.0,2.0,3.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,2018,24
47101149140-6,M,PB,nordeste,sistemas de informação,S,Mestrado/Doutorado,2.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0,2.0,3.0,1.0,0.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,2018,21
47101161517-0,M,MT,centro_oeste,inteligência artificial,S,Mestrado/Doutorado,2.0,1.0,0.0,0.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,3.0,0.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,2018,21
47101153594-3,M,RS,sul,engenharia de software,S,Mestrado/Doutorado,1.0,1.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,2018,25
47101146006-7,M,SP,sudeste,computação aplicada,S,Mestrado/Doutorado,3.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,2018,21
47101172698-5,M,PR,sul,inteligência artificial,S,Mestrado/Doutorado,2.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,0.0,1.0,2.0,3.0,1.0,1.0,1.0,2018,22
47101150842-5,M,SP,sudeste,computação aplicada,S,Mestrado/Doutorado,2.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,2018,23
47101146701-8,M,SP,sudeste,sistemas de computação,S,Mestrado/Doutorado,2.0,1.0,3.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,3.0,1.0,1.0,1.0,2.0,0.0,2.0,3.0,1.0,2.0,1.0,2018,34
47101152742-0,F,GO,centro_oeste,inteligência artificial,S,Mestrado/Doutorado,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,3.0,0.0,1.0,3.0,0.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,2018,21
47101174065-0,M,PB,nordeste,engenharia de software,S,Mestrado/Doutorado,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,3.0,0.0,2.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,2018,24
47101174108-8,M,MT,centro_oeste,redes e sistemas distribuídos,S,Mestrado/Doutorado,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2018,24
47101163077-6,M,PB,nordeste,sistemas de informação,S,Mestrado/Doutorado,1.0,0.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,2018,21
47101175205-1,M,GO,centro_oeste,engenharia de software,S,Mestrado/Doutorado,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,2018,23
47101173579-8,M,RS,sul,inteligência artificial,S,Mestrado/Doutorado,1.0,1.0,0.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,2018,30
47101146705-8,M,MG,sudeste,sistemas inteligentes,S,Mestrado/Doutorado,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,0.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,1.0,2018,21
47101156735-8,M,PA,norte,inteligência artificial,S,Mestrado/Doutorado,0.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,2018,30
47101159899-3,M,MG,sudeste,inteligência artificial,S,Mestrado/Doutorado,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,2018,22
47101176249-0,M,SP,sudeste,sistemas inteligentes,S,Mestrado/Doutorado,2.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,1.0,2.0,2018,30
47101176352-6,M,MG,sudeste,otimização e inteligência artificial,S,Mestrado/Doutorado,2.0,1.0,0.0,0.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,0.0,2.0,1.0,0.0,1.0,2.0,3.0,1.0,1.0,2.0,2018,27
47101147451-3,M,SP,sudeste,banco de dados,S,Mestrado/Doutorado,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2018,29
47101146808-5,M,SP,sudeste,inteligência artificial,S,Mestrado/Doutorado,2.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,0.0,1.0,3.0,1.0,2.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,2018,23
47101175376-6,M,PI,nordeste,sistemas de computação,S,Mestrado/Doutorado,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,3.0,0.0,0.0,3.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,0.0,3.0,3.0,1.0,1.0,2.0,2018,24
47101146631-5,M,PR,sul,computação aplicada,S,Mestrado/Doutorado,0.0,1.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2018,22
47101168112-6,M,SP,sudeste,sistemas de computação,S,Mestrado/Doutorado,2.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,0.0,2.0,3.0,1.0,2.0,1.0,2.0,0.0,2.0,2.0,1.0,2.0,0.0,2018,23
47101176844-4,M,SP,sudeste,computação aplicada,S,Mestrado/Doutorado,3.0,0.0,1.0,3.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,0.0,2.0,3.0,0.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,3.0,2018,27
47101159974-4,M,SP,sudeste,sistemas de computação,S,Mestrado/Doutorado,1.0,0.0,3.0,2.0,2.0,1.0,2.0,0.0,3.0,1.0,3.0,3.0,0.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,0.0,1.0,2018,31
47101173616-6,M,RS,sul,sistemas inteligentes,S,Mestrado/Doutorado,1.0,2.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,1.0,3.0,2.0,1.0,2.0,3.0,0.0,1.0,1.0,0.0,2.0,1.0,3.0,1.0,1.0,2.0,2018,26
47101174921-2,M,SC,sul,inteligência artificial,S,Mestrado/Doutorado,1.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,0.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,0.0,2018,22
47101174028-7,M,PR,sul,engenharia de software,S,Mestrado/Doutorado,0.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,2018,21
47101160956-6,M,CE,nordeste,computação visual,S,Mestrado/Doutorado,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,0.0,3.0,1.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,2018,20
47101158123-9,F,CE,nordeste,ciência computacional,S,Mestrado/Doutorado,0.0,1.0,0.0,0.0,3.0,2.0,0.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,3.0,0.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2018,24
47101164940-3,M,SP,sudeste,sistemas de computação,S,Mestrado/Doutorado,2.0,2.0,1.0,2.0,2.0,2.0,3.0,0.0,3.0,1.0,2.0,1.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,0.0,2.0,2018,35
